#Please import the downloaded file into Excel 2007 or above version
Family	Family_type	Sequence_Acc	Domains	Sequence_Annotation
LIM	transcription factor interactor and regulator	Potra2n18c32201.1	IPR001781,IPR001841	protein AED:0.02 eAED:0.02 QI:1747|1|1|1|1|1|3|752|230
MYB-HB-like	transcription factor	Potra2n14c27798.1	IPR001005,IPR006447,IPR009057,IPR017930	protein AED:0.10 eAED:0.10 QI:949|0.6|0.83|1|1|1|6|2971|465
DDT	transcription factor & chromatin remodeling	Potra2n14c27808.1	IPR001356,IPR004022,IPR008422,IPR009057,IPR018500,IPR018501	protein AED:0.13 eAED:0.12 QI:335|0.86|0.86|1|0.63|0.56|23|4577|746
DDT	transcription factor & chromatin remodeling	Potra2n14c27808.2	IPR001356,IPR004022,IPR008422,IPR009057,IPR018500,IPR018501	protein AED:0.08 eAED:0.08 QI:335|0.85|0.86|1|0.66|0.59|22|5436|746
DDT	transcription factor & chromatin remodeling	Potra2n14c27808.3	IPR001356,IPR004022,IPR008422,IPR009057,IPR018500,IPR018501	protein AED:0.09 eAED:0.09 QI:335|0.85|0.86|1|0.61|0.5|22|5256|746
DDT	transcription factor & chromatin remodeling	Potra2n14c27808.4	IPR001356,IPR004022,IPR008422,IPR009057,IPR018500,IPR018501	protein AED:0.04 eAED:0.04 QI:335|0.85|0.85|1|0.65|0.52|21|6115|746
MYB-HB-like	transcription factor	Potra2n14c27749.1	IPR001005,IPR009057,IPR017884	protein AED:0.23 eAED:0.23 QI:468|1|1|1|1|1|13|467|580
MYB/SANT	transcription factor	Potra2n14c27749.1	IPR001005,IPR009057,IPR017884	protein AED:0.23 eAED:0.23 QI:468|1|1|1|1|1|13|467|580
MYB-HB-like	transcription factor	Potra2n14c27749.2	IPR001005,IPR009057,IPR017884	protein AED:0.18 eAED:0.18 QI:468|1|1|1|1|0.91|12|1414|416
MYB/SANT	transcription factor	Potra2n14c27749.2	IPR001005,IPR009057,IPR017884	protein AED:0.18 eAED:0.18 QI:468|1|1|1|1|0.91|12|1414|416
Hap3/NF-YB	transcription factor	Potra2n14c27764.1	IPR003956,IPR003958,IPR009072	protein AED:0.29 eAED:0.36 QI:448|0|0.5|1|0|0|2|0|228
FAR	transcription factor	Potra2n14c27757.1	IPR004330,IPR006564	protein AED:0.13 eAED:0.13 QI:326|1|1|1|0.5|0.2|5|701|686
FAR	transcription factor	Potra2n14c27757.2	IPR004330,IPR006564	protein AED:0.14 eAED:0.14 QI:235|1|1|1|0.66|0.25|4|701|686
FAR	transcription factor	Potra2n14c27757.3	IPR004330,IPR006564	protein AED:0.01 eAED:0.01 QI:1275|1|1|1|1|0.66|3|701|686
WD40-like	transcription factor	Potra2n14c27750.1	IPR001680,IPR015943,IPR017986,IPR019775	protein AED:0.13 eAED:0.13 QI:231|1|0.5|1|1|1|2|0|469
AS2-LOB	transcription factor	Potra2n14c27758.1	IPR004883	protein AED:0.15 eAED:0.15 QI:108|1|1|1|0|1|2|141|172
SET	chromatin remodeling	Potra2n14c27775.1	IPR001214	protein AED:0.20 eAED:0.20 QI:287|1|1|1|0.81|0.83|12|708|503
C2C2-CO-like	transcription factor	Potra2n14c27785.1	IPR000315,IPR010402	protein AED:0.29 eAED:0.29 QI:409|0.66|0.57|0.85|0.66|0.42|7|0|458
C2C2-CO-like	transcription factor	Potra2n14c27785.2	IPR000315,IPR010402	protein AED:0.22 eAED:0.22 QI:409|1|1|1|0.6|0.33|6|744|416
C2C2-CO-like	transcription factor	Potra2n14c27785.3	IPR000315,IPR010402	protein AED:0.23 eAED:0.23 QI:409|0.8|0.83|1|0.8|0.66|6|515|456
WD40-like	transcription factor	Potra2n14c27871.2	IPR001680,IPR017986,IPR019775	protein AED:0.29 eAED:0.29 QI:202|1|1|1|0.5|0.36|11|1627|424
WD40-like	transcription factor	Potra2n14c27871.4	IPR001680,IPR017986,IPR019775	protein AED:0.28 eAED:0.28 QI:360|1|1|1|0.62|0.55|9|1627|424
FAR	transcription factor	Potra2n14c27844.1	IPR004330	protein AED:0.19 eAED:0.19 QI:0|0.33|0.5|1|0.66|0.5|4|730|305
FAR	transcription factor	Potra2n14c27844.2	IPR004330	protein AED:0.20 eAED:0.20 QI:0|0.33|0.5|1|0.66|0.25|4|730|300
FAR	transcription factor	Potra2n14c27844.3	IPR004330	protein AED:0.21 eAED:0.21 QI:205|1|1|1|0|0|4|730|211
C2H2	transcription factor	Potra2n14c27858.12	IPR007087,IPR015880	protein AED:0.45 eAED:0.61 QI:0|0|0|1|1|1|3|0|255
FAR	transcription factor	Potra2n14c27841.1	IPR004330	protein AED:0.30 eAED:0.31 QI:0|0.66|0.75|1|0|0|4|2038|238
FAR	transcription factor	Potra2n14c27841.2	IPR004330	protein AED:0.31 eAED:0.31 QI:0|1|0.75|1|0.33|0.25|4|2038|221
FAR	transcription factor	Potra2n14c27841.3	IPR004330	protein AED:0.30 eAED:0.30 QI:0|1|0.66|1|0.5|0.33|3|2131|221
C2H2	transcription factor	Potra2n14c27883.1	IPR007087,IPR015880	protein AED:0.15 eAED:0.15 QI:107|0.8|0.66|1|0.6|0.33|6|0|586
C2H2	transcription factor	Potra2n14c27883.2	IPR007087,IPR015880	protein AED:0.09 eAED:0.09 QI:107|1|1|1|0.75|0.6|5|408|569
C2H2	transcription factor	Potra2n14c27883.3	IPR007087,IPR015880	protein AED:0.10 eAED:0.10 QI:551|0.75|0.6|1|0.75|0.6|5|0|538
C2H2	transcription factor	Potra2n14c27883.4	IPR007087,IPR015880	protein AED:0.03 eAED:0.03 QI:551|1|1|1|1|1|4|408|521
bZIP	transcription factor	Potra2n14c27879.1	IPR004827	protein AED:0.56 eAED:0.30 QI:0|0|0|0.5|0|0|4|0|278
HSA	chromatin remodeler	Potra2n14c27945.1	IPR001005,IPR006562,IPR009057,IPR017877	protein AED:0.07 eAED:0.05 QI:371|0.86|0.91|0.95|0.86|0.79|24|976|2048
MYB-HB-like	transcription factor	Potra2n14c27945.1	IPR001005,IPR006562,IPR009057,IPR017877	protein AED:0.07 eAED:0.05 QI:371|0.86|0.91|0.95|0.86|0.79|24|976|2048
HSA	chromatin remodeler	Potra2n14c27945.2	IPR001005,IPR006562,IPR009057,IPR017877	protein AED:0.06 eAED:0.05 QI:373|0.91|0.95|0.95|0.91|0.83|24|976|2024
MYB-HB-like	transcription factor	Potra2n14c27945.2	IPR001005,IPR006562,IPR009057,IPR017877	protein AED:0.06 eAED:0.05 QI:373|0.91|0.95|0.95|0.91|0.83|24|976|2024
HSA	chromatin remodeler	Potra2n14c27945.3	IPR001005,IPR006562,IPR009057,IPR017877	protein AED:0.08 eAED:0.07 QI:89|0.90|0.95|0.95|0.95|0.91|23|976|2024
MYB-HB-like	transcription factor	Potra2n14c27945.3	IPR001005,IPR006562,IPR009057,IPR017877	protein AED:0.08 eAED:0.07 QI:89|0.90|0.95|0.95|0.95|0.91|23|976|2024
C2H2	transcription factor	Potra2n18c32190.1	IPR007087,IPR015880	protein AED:0.30 eAED:0.30 QI:0|-1|1|1|-1|1|1|0|302
C2H2	transcription factor	Potra2n18c32191.1	IPR007087,IPR015880	protein AED:0.30 eAED:0.30 QI:0|-1|0|1|-1|1|1|0|294
CCHC(Zn)	transcription factor interactor and regulator	Potra2n378s35480.1	IPR001878	protein AED:0.45 eAED:0.45 QI:0|1|0.66|1|0|0|3|87|308
CCHC(Zn)	transcription factor interactor and regulator	Potra2n154s34739.1	IPR001878	protein AED:0.69 eAED:0.40 QI:0|0|0|0.5|1|1|2|0|381
CHROMO-DOMAIN	chromatin remodeling & transcriptional activation	Potra2n1429s37068.1	IPR012337,IPR016197	protein AED:0.45 eAED:0.08 QI:0|0|0|0.14|1|1|7|0|1623
RR-A-type	response regulator and putative novel transcription factor	Potra2n583s36047.1	IPR001789	protein AED:0.22 eAED:0.22 QI:0|1|0.5|1|1|1|2|60|384
RR-A-type	response regulator and putative novel transcription factor	Potra2n583s36036.1	IPR001789	protein AED:0.25 eAED:0.25 QI:0|0|0|1|1|1|2|0|319
RR-A-type	response regulator and putative novel transcription factor	Potra2n583s36044.1	IPR001789	protein AED:0.27 eAED:0.27 QI:0|1|0.5|1|1|1|2|60|319
RR-A-type	response regulator and putative novel transcription factor	Potra2n583s36038.1	IPR001789	protein AED:0.32 eAED:0.32 QI:0|0.5|0.33|0.66|1|1|3|184|284
AP2-EREBP	transcription factor	Potra2n741s36648.1	IPR001471	protein AED:0.22 eAED:0.27 QI:0|0|0|1|1|1|2|0|471
CCHC(Zn)	transcription factor interactor and regulator	Potra2n753s36696.1	IPR001878	protein AED:0.52 eAED:0.43 QI:0|0|0|0.57|0.33|0.57|7|0|285
bHLH	transcription factor	Potra2n280s35193.1	IPR011598	protein AED:0.22 eAED:0.22 QI:0|1|0.83|1|0.8|0.66|6|679|777
bHLH	transcription factor	Potra2n280s35193.2	IPR011598	protein AED:0.08 eAED:0.08 QI:0|1|0.8|1|0.75|0.6|5|2379|721
bHLH	transcription factor	Potra2n280s35193.3	IPR011598	protein AED:0.22 eAED:0.22 QI:0|1|0.8|1|1|1|5|685|777
C3H	transcription factor	Potra2n5c10511.1	IPR000571	protein AED:0.01 eAED:0.01 QI:0|-1|0|1|-1|1|1|0|272
FAR	transcription factor	Potra2n5c10516.1	IPR004330,IPR006564	protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|2|0|763
SET	chromatin remodeling	Potra2n5c10493.1	IPR001214	protein AED:0.11 eAED:0.11 QI:252|1|1|1|0.57|0.59|22|1789|1236
SET	chromatin remodeling	Potra2n5c10493.2	IPR001214	protein AED:0.08 eAED:0.08 QI:448|1|1|1|0.6|0.61|21|2027|1236
SET	chromatin remodeling	Potra2n5c10493.3	IPR001214	protein AED:0.08 eAED:0.08 QI:431|1|1|1|0.6|0.61|21|2027|1236
SET	chromatin remodeling	Potra2n5c10493.4	IPR001214	protein AED:0.07 eAED:0.07 QI:431|1|1|1|0.63|0.65|20|2170|1236
SET	chromatin remodeling	Potra2n5c10493.5	IPR001214	protein AED:0.09 eAED:0.09 QI:431|1|1|1|0.63|0.65|20|1879|1236
SET	chromatin remodeling	Potra2n5c10493.6	IPR001214	protein AED:0.04 eAED:0.04 QI:446|1|1|1|0.70|0.72|18|2629|1236
bZIP	transcription factor	Potra2n5c10513.1	IPR004827,IPR011700	protein AED:0.14 eAED:0.14 QI:359|1|1|1|0.5|1|3|630|306
bZIP	transcription factor	Potra2n5c10513.2	IPR004827,IPR011700	protein AED:0.04 eAED:0.04 QI:359|1|1|1|1|1|2|1335|241
PHD	chromatin regulator	Potra2n5c10504.1	IPR001965,IPR011011	protein AED:0.05 eAED:0.05 QI:180|1|1|1|1|1|2|383|293
NAM	transcription factor	Potra2n5c10537.1	IPR003441	protein AED:0.11 eAED:0.11 QI:515|1|1|1|1|1|3|400|399
C2H2	transcription factor	Potra2n18c32241.1	IPR001841,IPR018957	protein AED:0.21 eAED:0.21 QI:299|1|1|1|1|1|6|794|545
ARID	transcription factor & chromatin remodeling	Potra2n5c10519.1	IPR001606	protein AED:0.21 eAED:0.21 QI:0|0.76|0.64|1|0.69|0.71|14|471|450
ARID	transcription factor & chromatin remodeling	Potra2n5c10519.2	IPR001606	protein AED:0.22 eAED:0.22 QI:0|0.76|0.64|1|0.61|0.64|14|471|443
ARID	transcription factor & chromatin remodeling	Potra2n5c10519.3	IPR001606	protein AED:0.22 eAED:0.22 QI:0|0.84|0.78|1|0.76|0.85|14|471|428
CCHC(Zn)	transcription factor interactor and regulator	Potra2n5c10492.1	IPR001878	protein AED:0.48 eAED:0.61 QI:0|0|0.25|1|1|1|4|101|483
SBP	transcription factor	Potra2n5c10505.1	IPR004333	protein AED:0.08 eAED:0.08 QI:537|1|1|1|0.81|0.66|12|791|1072
SBP	transcription factor	Potra2n5c10505.2	IPR004333	protein AED:0.07 eAED:0.07 QI:537|1|1|1|0.9|0.81|11|882|1072
SBP	transcription factor	Potra2n5c10505.3	IPR004333	protein AED:0.13 eAED:0.13 QI:41|1|1|1|0.9|0.81|11|791|1072
SBP	transcription factor	Potra2n5c10505.4	IPR004333	protein AED:0.04 eAED:0.04 QI:537|1|1|1|0.87|0.66|9|2423|676
Znf-B	transcription factor interactor and regulator	Potra2n5c10502.1	IPR000315,IPR006734	protein AED:0.21 eAED:0.21 QI:0|0.8|0.66|1|0.6|0.66|6|746|260
PLATZ	putative novel transcription repressor	Potra2n5c10502.1	IPR000315,IPR006734	protein AED:0.21 eAED:0.21 QI:0|0.8|0.66|1|0.6|0.66|6|746|260
BTB-POZ	chromatin remodeling & transcription regulator	Potra2n5c10576.1	IPR000210,IPR011333	protein AED:0.08 eAED:0.08 QI:253|0.88|0.88|1|0.58|0.5|18|1264|876
BTB-POZ	chromatin remodeling & transcription regulator	Potra2n5c10576.2	IPR000210,IPR011333	protein AED:0.08 eAED:0.08 QI:253|0.88|0.88|1|0.58|0.5|18|1264|857
BTB-POZ	chromatin remodeling & transcription regulator	Potra2n5c10576.3	IPR000210,IPR011333	protein AED:0.10 eAED:0.10 QI:253|0.88|0.88|1|0.58|0.5|18|1264|814
Bromodomain	chromatin remodeler	Potra2n5c10567.1	IPR001487	protein AED:0.16 eAED:0.16 QI:441|0.66|0.76|1|0.83|0.69|13|477|788
Bromodomain	chromatin remodeler	Potra2n5c10567.2	IPR001487	protein AED:0.14 eAED:0.14 QI:441|0.63|0.75|1|0.90|0.83|12|687|788
Bromodomain	chromatin remodeler	Potra2n5c10567.3	IPR001487	protein AED:0.18 eAED:0.18 QI:234|0.63|0.75|1|0.90|0.83|12|477|788
Bromodomain	chromatin remodeler	Potra2n5c10567.4	IPR001487	protein AED:0.16 eAED:0.16 QI:234|0.6|0.72|1|1|1|11|687|788
Nin-like	transcription factor	Potra2n5c10572.1	IPR003035	protein AED:0.09 eAED:0.09 QI:862|1|1|1|0.75|0.6|5|665|916
Nin-like	transcription factor	Potra2n5c10572.2	IPR003035	protein AED:0.08 eAED:0.08 QI:1016|1|1|1|1|1|4|665|916
HMG	chromatin remodeling & transcriptional activation	Potra2n5c10563.1	IPR009071	protein AED:0.10 eAED:0.10 QI:441|1|1|1|0.85|0.87|8|1591|151
HMG	chromatin remodeling & transcriptional activation	Potra2n5c10563.2	IPR009071	protein AED:0.18 eAED:0.18 QI:0|0.85|0.87|0.87|0.85|0.87|8|1591|168
C2H2	transcription factor	Potra2n5c10543.1	IPR001841,IPR018957	protein AED:0.16 eAED:0.16 QI:53|-1|1|1|-1|1|1|0|194
Homobox-WOX	transcription factor	Potra2n5c10562.1	IPR001356,IPR009057	protein AED:0.27 eAED:0.27 QI:0|0.42|0.25|1|0.85|0.75|8|1349|495
WD40-like	transcription factor	Potra2n5c10590.1	IPR001680,IPR017986	protein AED:0.28 eAED:0.28 QI:274|1|1|1|0.76|0.78|14|285|350
WD40-like	transcription factor	Potra2n5c10590.2	IPR001680,IPR017986	protein AED:0.17 eAED:0.17 QI:274|1|1|1|0.83|0.92|13|1099|350
WD40-like	transcription factor	Potra2n5c10590.3	IPR001680,IPR017986	protein AED:0.11 eAED:0.11 QI:274|1|1|1|1|1|11|1615|320
ARID-HMG	transcription factor & chromatin remodeling	Potra2n5c10621.1	IPR001606,IPR009071	protein AED:0.12 eAED:0.12 QI:868|0.5|0.57|1|1|1|7|231|379
Homeodomain-LIKE	transcription regulator	Potra2n5c10607.1	IPR009057	protein AED:0.24 eAED:0.40 QI:0|0.28|0|1|0.57|0.5|8|0|544
Homeodomain-LIKE	transcription regulator	Potra2n5c10607.2	IPR009057	protein AED:0.25 eAED:0.42 QI:0|0.33|0|1|0.5|0.42|7|0|516
Homeodomain-LIKE	transcription regulator	Potra2n5c10607.3	IPR009057	protein AED:0.28 eAED:0.28 QI:0|0.25|0|1|0.75|0.6|5|0|446
PHD	chromatin regulator	Potra2n5c10639.1	IPR001841,IPR001965	protein AED:0.14 eAED:0.14 QI:343|1|1|1|0.75|0.6|5|4079|222
bZIP	transcription factor	Potra2n5c10648.1	IPR004827,IPR011616	protein AED:0.18 eAED:0.18 QI:163|0.33|0.5|1|0.33|0.75|4|717|346
C2H2	transcription factor	Potra2n18c32243.1	IPR001841,IPR018957	protein AED:0.08 eAED:0.08 QI:216|1|1|1|1|1|3|608|195
C2H2	transcription factor	Potra2n5c10654.1	IPR001841	protein AED:0.03 eAED:0.03 QI:359|1|1|1|1|1|2|899|270
PHD	chromatin regulator	Potra2n5c10653.1	IPR000306,IPR011011	protein AED:0.16 eAED:0.16 QI:286|0.9|0.90|1|0.8|0.72|11|273|603
PHD	chromatin regulator	Potra2n5c10653.2	IPR000306,IPR011011	protein AED:0.17 eAED:0.17 QI:226|1|1|1|1|1|10|292|589
PHD	chromatin regulator	Potra2n5c10653.3	IPR000306,IPR011011	protein AED:0.22 eAED:0.22 QI:286|1|0.88|1|0.87|0.77|9|0|555
C2H2	transcription factor	Potra2n5c10641.1	IPR001841,IPR018957	protein AED:0.30 eAED:0.30 QI:0|-1|0|1|-1|1|1|0|177
WD40-like	transcription factor	Potra2n5c10686.1	IPR001680,IPR017986,IPR019775	protein AED:0.05 eAED:0.05 QI:401|0.92|0.85|1|0.92|0.85|14|1210|1427
WD40-like	transcription factor	Potra2n5c10686.2	IPR001680,IPR017986,IPR019775	protein AED:0.05 eAED:0.05 QI:401|0.92|0.92|1|1|1|14|1210|1407
ARF	transcription factor	Potra2n5c10720.1	IPR003340,IPR010525,IPR011525	protein AED:0.06 eAED:0.06 QI:862|0.92|0.92|1|0.92|0.92|14|1035|958
ARF	transcription factor	Potra2n5c10720.2	IPR003340,IPR010525,IPR011525	protein AED:0.07 eAED:0.07 QI:862|1|1|1|1|1|14|1035|944
C2H2	transcription factor	Potra2n5c10706.1	IPR007087,IPR015880	protein AED:0.02 eAED:0.02 QI:273|1|1|1|0.66|0.5|4|669|406
CCHC(Zn)	transcription factor interactor and regulator	Potra2n5c10712.1	IPR001878	protein AED:0.06 eAED:0.06 QI:336|1|1|1|0.86|0.87|24|409|1098
CCHC(Zn)	transcription factor interactor and regulator	Potra2n5c10712.2	IPR001878	protein AED:0.04 eAED:0.04 QI:481|1|1|1|0.90|0.95|23|409|1098
PLATZ	putative novel transcription repressor	Potra2n18c32230.1	IPR006734	protein AED:0.14 eAED:0.14 QI:229|1|1|1|0.5|0.4|5|621|243
PLATZ	putative novel transcription repressor	Potra2n18c32230.2	IPR006734	protein AED:0.19 eAED:0.19 QI:0|0.75|0.8|0.8|0.5|0.2|5|621|274
C3H	transcription factor	Potra2n5c10724.1	IPR000571	protein AED:0.19 eAED:0.19 QI:373|1|1|1|1|1|4|487|440
Homobox-WOX	transcription factor	Potra2n18c32246.1	IPR001356,IPR008422,IPR009057	protein AED:0.25 eAED:0.44 QI:549|0.6|0.66|0.83|0.6|0.66|6|674|172
Homeodomain-TALE-KNOX	transcription factor	Potra2n18c32246.1	IPR001356,IPR008422,IPR009057	protein AED:0.25 eAED:0.44 QI:549|0.6|0.66|0.83|0.6|0.66|6|674|172
Hap3/NF-YB	transcription factor	Potra2n5c10750.1	IPR009072	protein AED:0.02 eAED:0.01 QI:0|-1|0|1|-1|1|1|0|136
Homobox-WOX	transcription factor	Potra2n18c32246.3	IPR001356,IPR008422,IPR009057	protein AED:0.31 eAED:0.31 QI:0|0.66|0.5|1|0.66|0.5|4|674|183
Homeodomain-TALE-KNOX	transcription factor	Potra2n18c32246.3	IPR001356,IPR008422,IPR009057	protein AED:0.31 eAED:0.31 QI:0|0.66|0.5|1|0.66|0.5|4|674|183
Homeodomain-LIKE	transcription regulator	Potra2n5c10736.1	IPR009057	protein AED:0.10 eAED:0.10 QI:239|1|1|1|0.63|0.5|12|1950|1939
Homeodomain-LIKE	transcription regulator	Potra2n5c10736.2	IPR009057	protein AED:0.08 eAED:0.08 QI:465|1|1|1|0.77|0.7|10|2096|1939
Homeodomain-LIKE	transcription regulator	Potra2n5c10736.3	IPR009057	protein AED:0.08 eAED:0.08 QI:239|1|1|1|0.77|0.6|10|2263|1939
Homeodomain-LIKE	transcription regulator	Potra2n5c10736.4	IPR009057	protein AED:0.12 eAED:0.12 QI:465|1|1|1|0.87|0.77|9|1296|1939
STY-LRP1	transcription factor	Potra2n5c10747.1	IPR006510,IPR006511,IPR007818	protein AED:0.19 eAED:0.19 QI:0|0.33|0.25|1|0.66|0.5|4|463|391
STY-LRP1	transcription factor	Potra2n5c10747.3	IPR006510,IPR006511,IPR007818	protein AED:0.09 eAED:0.09 QI:754|1|1|1|1|1|2|463|315
Hap3/NF-YB	transcription factor	Potra2n5c10732.1	IPR009072	protein AED:0.16 eAED:0.16 QI:301|1|1|1|1|1|4|417|136
CCHC(Zn)	transcription factor interactor and regulator	Potra2n5c10742.1	IPR001878	protein AED:0.27 eAED:0.27 QI:732|1|1|1|0.75|0.6|5|0|270
GAGA-Binding-like	transcription factor	Potra2n5c10730.1	IPR010409	protein AED:0.25 eAED:0.25 QI:0|0.75|0.8|1|0.25|0|5|494|402
GAGA-Binding-like	transcription factor	Potra2n5c10730.2	IPR010409	protein AED:0.03 eAED:0.03 QI:1713|1|1|1|0.33|0|4|494|335
Znf-B	transcription factor interactor and regulator	Potra2n5c10744.1	IPR000315	protein AED:0.03 eAED:0.03 QI:368|1|1|1|1|1|3|591|311
DDT	transcription factor & chromatin remodeling	Potra2n9c18804.1	IPR001841,IPR001965,IPR004022,IPR011011,IPR018500,IPR018501,IPR019786,IPR019787	protein AED:0.08 eAED:0.08 QI:319|1|1|1|0.8|0.63|11|1412|1710
CCHC(Zn)	transcription factor interactor and regulator	Potra2n5c10735.1	IPR001878	protein AED:0.19 eAED:0.10 QI:0|-1|0|1|-1|1|1|0|352
FHA-SMAD	transcription factor interactor and regulator	Potra2n5c10746.1	IPR008984	protein AED:0.23 eAED:0.21 QI:540|0.5|0.61|0.61|0.66|0.69|13|615|955
FHA-SMAD	transcription factor interactor and regulator	Potra2n5c10746.3	IPR008984	protein AED:0.23 eAED:0.22 QI:505|0.45|0.58|0.58|0.72|0.83|12|615|955
FHA-SMAD	transcription factor interactor and regulator	Potra2n5c10746.4	IPR008984	protein AED:0.41 eAED:0.41 QI:0|0.66|0.5|1|0.66|0.5|4|615|153
LisH	transcription factor interactor and regulator	Potra2n5c10759.1	IPR006594	protein AED:0.19 eAED:0.19 QI:194|0.85|0.87|1|0.57|0.62|8|1044|214
LisH	transcription factor interactor and regulator	Potra2n5c10759.2	IPR006594	protein AED:0.22 eAED:0.22 QI:194|0.71|0.87|1|0.42|0.62|8|882|218
LisH	transcription factor interactor and regulator	Potra2n5c10759.3	IPR006594	protein AED:0.15 eAED:0.15 QI:194|1|1|1|0.8|0.66|6|1648|108
AP2-EREBP	transcription factor	Potra2n5c10756.1	IPR001471	protein AED:0.24 eAED:0.24 QI:0|-1|0|1|-1|1|1|0|245
bHLH	transcription factor	Potra2n5c10780.1	IPR011598	protein AED:0.18 eAED:0.18 QI:743|1|1|1|0.85|0.75|8|872|429
bHLH	transcription factor	Potra2n5c10780.2	IPR011598	protein AED:0.05 eAED:0.05 QI:743|1|1|1|0.8|0.66|6|2111|376
TUBBY	transcription factor	Potra2n5c10802.1	IPR000007	protein AED:0.08 eAED:0.26 QI:0|0|0|0.6|1|1|5|0|496
MYB-HB-like	transcription factor	Potra2n5c10807.1	IPR001005,IPR009057,IPR017884	protein AED:0.37 eAED:0.37 QI:0|1|1|1|0|0|2|475|127
MYB/SANT	transcription factor	Potra2n5c10807.1	IPR001005,IPR009057,IPR017884	protein AED:0.37 eAED:0.37 QI:0|1|1|1|0|0|2|475|127
Homobox-WOX	transcription factor	Potra2n5c10769.1	IPR001356,IPR006563,IPR008422,IPR009057	protein AED:0.08 eAED:0.08 QI:1111|1|1|1|0.6|0.33|6|677|466
Homeodomain-TALE-BEL	transcription factor	Potra2n5c10769.1	IPR001356,IPR006563,IPR008422,IPR009057	protein AED:0.08 eAED:0.08 QI:1111|1|1|1|0.6|0.33|6|677|466
Homobox-WOX	transcription factor	Potra2n5c10769.2	IPR001356,IPR006563,IPR008422,IPR009057	protein AED:0.03 eAED:0.03 QI:1443|1|1|1|0.75|0.6|5|677|466
Homeodomain-TALE-BEL	transcription factor	Potra2n5c10769.2	IPR001356,IPR006563,IPR008422,IPR009057	protein AED:0.03 eAED:0.03 QI:1443|1|1|1|0.75|0.6|5|677|466
Homobox-WOX	transcription factor	Potra2n5c10769.3	IPR001356,IPR006563,IPR008422,IPR009057	protein AED:0.07 eAED:0.07 QI:1111|1|1|1|0.75|0.6|5|770|466
Homeodomain-TALE-BEL	transcription factor	Potra2n5c10769.3	IPR001356,IPR006563,IPR008422,IPR009057	protein AED:0.07 eAED:0.07 QI:1111|1|1|1|0.75|0.6|5|770|466
Homobox-WOX	transcription factor	Potra2n5c10769.4	IPR001356,IPR006563,IPR008422,IPR009057	protein AED:0.02 eAED:0.02 QI:1443|1|1|1|1|1|4|770|466
Homeodomain-TALE-BEL	transcription factor	Potra2n5c10769.4	IPR001356,IPR006563,IPR008422,IPR009057	protein AED:0.02 eAED:0.02 QI:1443|1|1|1|1|1|4|770|466
C2H2	transcription factor	Potra2n5c10773.1	IPR001841,IPR013083	protein AED:0.14 eAED:0.14 QI:561|0.57|0.75|1|0.57|0.37|8|572|479
C2H2	transcription factor	Potra2n5c10773.2	IPR001841,IPR013083	protein AED:0.12 eAED:0.12 QI:561|0.5|0.71|1|0.66|0.57|7|672|479
DDT	transcription factor & chromatin remodeling	Potra2n9c18804.2	IPR001841,IPR001965,IPR004022,IPR011011,IPR018500,IPR018501,IPR019786,IPR019787	protein AED:0.11 eAED:0.11 QI:319|1|1|1|0.8|0.63|11|841|1710
HD-ZIP	transcription factor	Potra2n5c10808.1	IPR001356,IPR006455,IPR006456,IPR009057	protein AED:0.33 eAED:0.33 QI:0|-1|0|1|-1|1|1|0|295
ZF-HD	transcription factor	Potra2n5c10808.1	IPR001356,IPR006455,IPR006456,IPR009057	protein AED:0.33 eAED:0.33 QI:0|-1|0|1|-1|1|1|0|295
SNF2	chromatin remodeling	Potra2n5c10821.1	IPR000330	protein AED:0.06 eAED:0.06 QI:245|1|1|1|0.54|0.41|12|1960|1223
SNF2	chromatin remodeling	Potra2n5c10821.2	IPR000330	protein AED:0.20 eAED:0.22 QI:245|0.87|0.77|1|0.75|0.55|9|0|1248
NAM	transcription factor	Potra2n5c10826.1	IPR003441	protein AED:0.32 eAED:0.32 QI:397|1|1|1|1|1|3|368|285
GRAS	transcription factor	Potra2n5c10818.1	IPR005202	protein AED:0.06 eAED:0.06 QI:0|0|0.5|1|0|0|2|0|532
MYB-HB-like	transcription factor	Potra2n5c10842.1	IPR001005,IPR009057,IPR015495,IPR017877,IPR017930	protein AED:0.13 eAED:0.13 QI:202|1|1|1|1|1|2|1567|99
DDT	transcription factor & chromatin remodeling	Potra2n9c18804.3	IPR001841,IPR001965,IPR004022,IPR011011,IPR018500,IPR018501,IPR019786,IPR019787	protein AED:0.07 eAED:0.07 QI:496|1|1|1|0.88|0.8|10|1412|1710
